#,NUMERO,STATUS,ED,DESCRICAO,RÓTULOS,CARGA ATUAL,SETOR DO RESPONSÁVEL,CAMPUS DA CARGA,VALOR AQUISIÇÃO,VALOR DEPRECIADO,NUMERO NOTA FISCAL,NÚMERO DE SÉRIE,DATA DA ENTRADA,DATA DA CARGA,FORNECEDOR,SALA,ESTADO DE CONSERVAÇÃO
2635,243203,Ativo,18,"Livro - SINTAXE DA LINGUAGEM VISUAL - Ed. 2015 - DONDIS, Donis A - 9788580632477",-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,51.10,36.48,24465,,06/05/2020,06/05/2020,EXITO DISTRIBUIDORA E COMÉRCIO DE LIVROS LTDA,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2636,243204,Ativo,18,"Livro - SINTAXE DA LINGUAGEM VISUAL - Ed. 2015 - DONDIS, Donis A - 9788580632477",-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,51.10,36.48,24465,,06/05/2020,06/05/2020,EXITO DISTRIBUIDORA E COMÉRCIO DE LIVROS LTDA,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2637,243205,Ativo,18,"Livro - SINTAXE DA LINGUAGEM VISUAL - Ed. 2015 - DONDIS, Donis A - 9788580632477",-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,51.10,36.48,24465,,06/05/2020,06/05/2020,EXITO DISTRIBUIDORA E COMÉRCIO DE LIVROS LTDA,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2638,243206,Ativo,18,"Livro - A HISTÓRIA DA ARTE - Ed. 2000 - GOMBRICH, Ernst - 9788521611851",-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,96.63,69.09,24465,,06/05/2020,06/05/2020,EXITO DISTRIBUIDORA E COMÉRCIO DE LIVROS LTDA,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2639,243207,Ativo,18,"Livro - ARTE E PERCEPÇÃO VISUAL - Ed. 2017 - ARNHEIM, Rudol - 9788522126002",-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,93.47,66.95,24465,,06/05/2020,06/05/2020,EXITO DISTRIBUIDORA E COMÉRCIO DE LIVROS LTDA,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2640,243208,Ativo,18,"Livro - ARTE E PERCEPÇÃO VISUAL - Ed. 2017 - ARNHEIM, Rudol - 9788522126002",-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,93.47,66.95,24465,,06/05/2020,06/05/2020,EXITO DISTRIBUIDORA E COMÉRCIO DE LIVROS LTDA,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2641,243209,Ativo,18,"Livro - ARTE E PERCEPÇÃO VISUAL - Ed. 2017 - ARNHEIM, Rudol - 9788522126002",-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,93.47,66.95,24465,,06/05/2020,06/05/2020,EXITO DISTRIBUIDORA E COMÉRCIO DE LIVROS LTDA,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2642,244029,Ativo,18,Livro - Biologia Molecular da Célula - ALBERTS/JOHNSON/LEWI - 6ª Ed. 2017 - ISBN: 9788582714225.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,360.69,261.36,3297,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2643,244030,Ativo,18,Livro - Biologia Molecular da Célula - ALBERTS/JOHNSON/LEWI - 6ª Ed. 2017 - ISBN: 9788582714225.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,360.69,261.36,3297,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2644,244031,Ativo,18,Livro - Biologia Vegetal - RAVEN  - 8ª Ed. 2014 - ISBN: 9788527723626.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,361.99,262.33,3297,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2645,244032,Ativo,18,Livro - Biologia Vegetal - RAVEN  - 8ª Ed. 2014 - ISBN: 9788527723626.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,361.99,262.33,3297,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2646,244033,Ativo,18,Livro - Introdução à Botânica - NABORS - 1ª Ed. 2012 - ISBN: 9788572889858.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,272.31,197.40,3297,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2647,244034,Ativo,18,Livro - Introdução à Genética - GRIFFITHS/WESSLER/CA  - 11ª Ed. 2016 - ISBN: 9788527729727.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,304.80,220.98,3297,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2648,244035,Ativo,18,Livro - Introdução à Genética - GRIFFITHS/WESSLER/CA  - 11ª Ed. 2016 - ISBN: 9788527729727.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,304.80,220.98,3297,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2649,244036,Ativo,18,Livro - Invertebrados - BRUSCA/MOORE/SHUSTER - 3ª Ed. 2018 - ISBN: 9788527731997.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,327.55,237.46,3297,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2650,244037,Ativo,18,Livro - Invertebrados - BRUSCA/MOORE/SHUSTER - 3ª Ed. 2018 - ISBN: 9788527731997.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,327.55,237.46,3297,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2651,244038,Ativo,18,Livro - Princípios de Bioquímica de Lehninger - NELSON - 7ª  Ed. 2019 - ISBN: 9788582715338.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,275.56,199.66,3297,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2652,244039,Ativo,18,Livro - ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES - JUNIOR 2ª Ed. 2019 - ISBN: 9788535292480.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,98.54,71.48,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2653,244040,Ativo,18,Livro - ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES - JUNIOR 2ª Ed. 2019 - ISBN: 9788535292480.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,98.54,71.48,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2654,244041,Ativo,18,Livro - ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES - JUNIOR 2ª Ed. 2019 - ISBN: 9788535292480.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,98.54,71.48,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2655,244042,Ativo,18,Livro - ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES - STALLINGS 10ª Ed. 2017 - ISBN: 9788543020532.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,154.22,111.65,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2656,244043,Ativo,18,Livro - ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES - STALLINGS 10ª Ed. 2017 - ISBN: 9788543020532.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,154.22,111.65,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2657,244044,Ativo,18,Livro - ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES - STALLINGS 10ª Ed. 2017 - ISBN: 9788543020532.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,154.22,111.65,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2658,244045,Ativo,18,Livro - ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES - STALLINGS 10ª Ed. 2017 - ISBN: 9788543020532.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,154.22,111.65,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2659,244046,Ativo,18,Livro - ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES - STALLINGS 10ª Ed. 2017 - ISBN: 9788543020532.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,154.22,111.65,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2660,244047,Ativo,18,Livro - ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES - STALLINGS 10ª Ed. 2017 - ISBN: 9788543020532.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,154.22,111.65,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2661,244048,Ativo,18,Livro - ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES - STALLINGS 10ª Ed. 2017 - ISBN: 9788543020532.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,154.22,111.65,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2662,244049,Ativo,18,Livro - ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES - STALLINGS 10ª Ed. 2017 - ISBN: 9788543020532.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,154.22,111.65,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2663,244050,Ativo,18,Livro - ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES - STALLINGS 10ª Ed. 2017 - ISBN: 9788543020532.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,154.22,111.65,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2664,244051,Ativo,18,Livro - ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES - STALLINGS 10ª Ed. 2017 - ISBN: 9788543020532.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,154.22,111.65,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2665,244052,Ativo,18,Livro - COMUNICAÇÃO DE DADOS E REDES DE COMPUTADORES - FOROUZAN 4ª Ed. 2008 - ISBN: 9788586804885.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,178.53,129.36,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2666,244053,Ativo,18,Livro - COMUNICAÇÃO DE DADOS E REDES DE COMPUTADORES - FOROUZAN 4ª Ed. 2008 - ISBN: 9788586804885.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,178.53,129.36,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2667,244054,Ativo,18,Livro - COMUNICAÇÃO DE DADOS E REDES DE COMPUTADORES - FOROUZAN 4ª Ed. 2008 - ISBN: 9788586804885.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,178.53,129.36,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2668,244055,Ativo,18,Livro - COMUNICAÇÃO DE DADOS E REDES DE COMPUTADORES - FOROUZAN 4ª Ed. 2008 - ISBN: 9788586804885.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,178.53,129.36,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2669,244056,Ativo,18,Livro - COMUNICAÇÃO DE DADOS E REDES DE COMPUTADORES - FOROUZAN 4ª Ed. 2008 - ISBN: 9788586804885.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,178.53,129.36,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2670,244057,Ativo,18,Livro - COMUNICAÇÃO DE DADOS E REDES DE COMPUTADORES - FOROUZAN 4ª Ed. 2008 - ISBN: 9788586804885.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,178.53,129.36,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2671,244058,Ativo,18,Livro - COMUNICAÇÃO DE DADOS E REDES DE COMPUTADORES - FOROUZAN 4ª Ed. 2008 - ISBN: 9788586804885.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,178.53,129.36,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2672,244059,Ativo,18,Livro - COMUNICAÇÃO DE DADOS E REDES DE COMPUTADORES - FOROUZAN 4ª Ed. 2008 - ISBN: 9788586804885.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,178.53,129.36,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2673,244060,Ativo,18,Livro - COMUNICAÇÃO DE DADOS E REDES DE COMPUTADORES - FOROUZAN 4ª Ed. 2008 - ISBN: 9788586804885.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,178.53,129.36,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2674,244061,Ativo,18,Livro - COMUNICAÇÃO DE DADOS E REDES DE COMPUTADORES - FOROUZAN 4ª Ed. 2008 - ISBN: 9788586804885.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,178.53,129.36,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2675,244062,Ativo,18,Livro - CORE JAVA - VOLUME 1 - HORSTMAN/ CORNELL - 8ª Ed. 2010 - ISBN: 9788576053576.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,204.13,148.03,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2676,244063,Ativo,18,Livro - CORE JAVA - VOLUME 1 - HORSTMAN/ CORNELL - 8ª Ed. 2010 - ISBN: 9788576053576.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,204.13,148.03,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2677,244064,Ativo,18,Livro - CORE JAVA - VOLUME 1 - HORSTMAN/ CORNELL - 8ª Ed. 2010 - ISBN: 9788576053576.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,204.13,148.03,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2678,244065,Ativo,18,"Livro - CSS3 - DESENVOLVA APLICAÇÕES WEB PROFISSIONAIS COM O USO DOS PODEROSOS RECURSOS DE ESTILIZAÇÃO DAS CSS3 - SILVA, M. S 2011 - ISBN: 9788575222898.",-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,56.95,41.44,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2679,244066,Ativo,18,"Livro - CSS3 - DESENVOLVA APLICAÇÕES WEB PROFISSIONAIS COM O USO DOS PODEROSOS RECURSOS DE ESTILIZAÇÃO DAS CSS3 - SILVA, M. S 2011 - ISBN: 9788575222898.",-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,56.95,41.44,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2680,244067,Ativo,18,"Livro - CSS3 - DESENVOLVA APLICAÇÕES WEB PROFISSIONAIS COM O USO DOS PODEROSOS RECURSOS DE ESTILIZAÇÃO DAS CSS3 - SILVA, M. S 2011 - ISBN: 9788575222898.",-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,56.95,41.44,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2681,244068,Ativo,18,Livro - DESENVOLVENDO APLICAÇÕES WEB COM RUBY ON RAILS 2.3 E POSTGRESQL - LEME 1ª Ed. - ISBN: 9788574524269.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,37.11,26.88,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2682,244069,Ativo,18,Livro - DESENVOLVENDO APLICAÇÕES WEB COM RUBY ON RAILS 2.3 E POSTGRESQL - LEME 1ª Ed. - ISBN: 9788574524269.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,37.11,26.88,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2683,244070,Ativo,18,Livro - DESENVOLVENDO APLICAÇÕES WEB COM RUBY ON RAILS 2.3 E POSTGRESQL - LEME 1ª Ed. - ISBN: 9788574524269.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,37.11,26.88,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2684,244071,Ativo,18,Livro - ESTRUTURA DE DADOS DESCOMPLICADA - EM LINGUAGEM C - BACKES 1ª Ed. 2016 - ISBN: 9788535285239.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,95.35,69.28,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2685,244072,Ativo,18,Livro - ESTRUTURA DE DADOS DESCOMPLICADA - EM LINGUAGEM C - BACKES 1ª Ed. 2016 - ISBN: 9788535285239.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,95.35,69.28,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2686,244073,Ativo,18,Livro - ESTRUTURA DE DADOS DESCOMPLICADA - EM LINGUAGEM C - BACKES 1ª Ed. 2016 - ISBN: 9788535285239.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,95.35,69.28,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2687,244074,Ativo,18,Livro - ESTRUTURA DE DADOS DESCOMPLICADA - EM LINGUAGEM C - BACKES 1ª Ed. 2016 - ISBN: 9788535285239.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,95.35,69.28,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2688,244075,Ativo,18,Livro - ESTRUTURA DE DADOS DESCOMPLICADA - EM LINGUAGEM C - BACKES 1ª Ed. 2016 - ISBN: 9788535285239.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,95.35,69.28,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2689,244076,Ativo,18,Livro - ESTRUTURA DE DADOS DESCOMPLICADA - EM LINGUAGEM C - BACKES 1ª Ed. 2016 - ISBN: 9788535285239.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,95.35,69.28,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2690,244077,Ativo,18,Livro - ESTRUTURA DE DADOS DESCOMPLICADA - EM LINGUAGEM C - BACKES 1ª Ed. 2016 - ISBN: 9788535285239.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,95.35,69.28,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2691,244078,Ativo,18,Livro - ESTRUTURA DE DADOS DESCOMPLICADA - EM LINGUAGEM C - BACKES 1ª Ed. 2016 - ISBN: 9788535285239.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,95.35,69.28,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2692,244079,Ativo,18,Livro - ESTRUTURA DE DADOS DESCOMPLICADA - EM LINGUAGEM C - BACKES 1ª Ed. 2016 - ISBN: 9788535285239.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,95.35,69.28,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2693,244080,Ativo,18,Livro - ESTRUTURA DE DADOS DESCOMPLICADA - EM LINGUAGEM C - BACKES 1ª Ed. 2016 - ISBN: 9788535285239.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,95.35,69.28,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2694,244081,Ativo,18,Livro - ESTRUTURA DE DADOS E TÉCNICAS DE PROGRAMAÇÃO - BIANCHI 1ª Ed. 2014 - ISBN: 9788535274370.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,88.31,63.89,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2695,244082,Ativo,18,Livro - ESTRUTURA DE DADOS E TÉCNICAS DE PROGRAMAÇÃO - BIANCHI 1ª Ed. 2014 - ISBN: 9788535274370.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,88.31,63.89,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2696,244083,Ativo,18,Livro - ESTRUTURA DE DADOS E TÉCNICAS DE PROGRAMAÇÃO - BIANCHI 1ª Ed. 2014 - ISBN: 9788535274370.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,88.31,63.89,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2697,244084,Ativo,18,Livro - FÍSICA CONCEITUAL - HEWITT 12ª  Ed. 2015 - ISBN: 9788582603406.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,174.05,126.20,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2698,244085,Ativo,18,Livro - FÍSICA CONCEITUAL - HEWITT 12ª  Ed. 2015 - ISBN: 9788582603406.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,174.05,126.20,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2699,244086,Ativo,18,Livro - FÍSICA CONCEITUAL - HEWITT 12ª  Ed. 2015 - ISBN: 9788582603406.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,174.05,126.20,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2700,244087,Ativo,18,Livro - A FOTOGRAFIA  - ENTRE DOCUMENTO E ARTE CONTEMPORÂNEA - ROUILLE 1ª Ed. 2009 - ISBN: 9788573598766.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,55.67,40.49,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2701,244088,Ativo,18,Livro - A FOTOGRAFIA  - ENTRE DOCUMENTO E ARTE CONTEMPORÂNEA - ROUILLE 1ª Ed. 2009 - ISBN: 9788573598766.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,55.67,40.49,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2702,244089,Ativo,18,Livro - A FOTOGRAFIA  - ENTRE DOCUMENTO E ARTE CONTEMPORÂNEA - ROUILLE 1ª Ed. 2009 - ISBN: 9788573598766.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,55.67,40.49,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2703,244090,Ativo,18,Livro - FUNDAMENTOS DA MATEMÁTICA DISCRETA - HUNTER 1ª Ed. 2011 - ISBN: 9788521618102.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,83.83,60.73,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
2704,244091,Ativo,18,Livro - FUNDAMENTOS DA MATEMÁTICA DISCRETA - HUNTER 1ª Ed. 2011 - ISBN: 9788521618102.,-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,83.83,60.73,3298,,04/06/2020,04/06/2020,Helen Paula Caitana Dias EIRELI,37 - BIBLIOTECA - Prédio Oficinas.(Campus Gravataí),Bom
